Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Octopus,Under Refuge,Evasion,,STATE,0.000,357.780,357.780,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Octopus,Stationary,,Alert Sitting,STATE,0.000,356.914,356.914,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Clam1,Unobservable,,,STATE,0.000,365.813,365.813,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Clam2,Unobservable,,,STATE,0.000,365.813,365.813,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Clam3,Unobservable,,,STATE,0.000,365.813,365.813,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Hermit Crab1,Unobservable,,,STATE,0.000,387.558,387.558,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Hermit Crab2,Unobservable,,,STATE,0.000,365.812,365.812,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Hermit Crab3,Unobservable,,,STATE,0.000,405.584,405.584,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Snail1,Unobservable,,,STATE,0.000,365.812,365.812,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Snail2,Unobservable,,,STATE,0.000,365.812,365.812,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Snail3,Unobservable,,,STATE,0.000,365.811,365.811,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Swim Crab1,Unobservable,,,STATE,0.000,365.813,365.813,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Swim Crab2,Unobservable,,,STATE,0.000,365.812,365.812,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Swim Crab3,Unobservable,,,STATE,0.000,365.812,365.812,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Octopus,Roaming,,Identity,STATE,356.915,409.189,52.274,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Octopus,Predation,Feeding,Benthic crabs|Successful,POINT,358.273,358.273,NA,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Octopus,Feeding,Feeding,Benthic crabs,STATE,358.273,1800.799,1442.526,,
Haliai S1440001,2022-07-07 10:40:00,,/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July7 (pre)/S1440001.MP4,1800.800,29.97,pre,1,day,yes,Octopus,Grope,,Hermit crabs,POINT,358.273,358.273,NA,,
