Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Octopus,Feeding,Feeding,Snails,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Octopus,Stationary,,Alert Sitting,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Clam1,Stationary,,Alert Sitting,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Clam1,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Clam2,Stationary,,Alert Sitting,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Clam2,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Clam3,Unobservable,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Hermit Crab1,Stationary,,Unknown,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Hermit Crab1,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Hermit Crab2,Roaming,,Beyond 1/2 tank L,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Hermit Crab2,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Hermit Crab3,Stationary,,Unknown,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Hermit Crab3,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Snail1,Climb,Evasion,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Snail1,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Snail2,Burrow,Evasion,,STATE,0.000,1586.288,1586.288,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Snail2,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Snail3,Unobservable,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Swim Crab1,Stationary,,Alert Sitting,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Swim Crab1,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Swim Crab2,Under Refuge,Evasion,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Swim Crab2,Stationary,,Unknown,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Swim Crab2,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Swim Crab3,Unobservable,,,STATE,0.000,1800.799,1800.799,,
Loki S1090006,2022-06-14 13:03:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June14 (post)/S1090006.MP4,1800.800,29.97,post,9,crepuscular,yes,Snail1,Roaming,,Within 1/2 tank L,STATE,993.233,1162.678,169.445,,
