Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Octopus,Under Refuge,Evasion,,STATE,0.000,1339.332,1339.332,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Octopus,Stationary,,Alert Sitting,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Clam1,Stationary,,Unknown,STATE,0.000,1777.365,1777.365,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Clam1,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Clam2,Stationary,,Unknown,STATE,0.000,1788.180,1788.180,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Clam2,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Clam3,Unobservable,,,STATE,0.000,1788.180,1788.180,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Hermit Crab1,Stationary,,Alert Sitting,STATE,0.000,1795.391,1795.391,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Hermit Crab1,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Hermit Crab2,Stationary,,Alert Sitting,STATE,0.000,1797.193,1797.193,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Hermit Crab2,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Hermit Crab3,Unobservable,,,STATE,0.000,1797.193,1797.193,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail1,Climb,Evasion,,STATE,0.000,1791.785,1791.785,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail1,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail2,Burrow,Evasion,,STATE,0.000,1791.785,1791.785,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail2,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail3,Under Refuge,Evasion,,STATE,0.000,1269.031,1269.031,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail3,Stationary,,Alert Sitting,STATE,0.000,553.397,553.397,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail3,Vicinity,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Swim Crab1,Stationary,,Unknown,STATE,0.000,1797.193,1797.193,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Swim Crab1,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Swim Crab2,Stationary,,Alert Sitting,STATE,0.000,1333.924,1333.924,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Swim Crab2,Lontano,,,STATE,0.000,1800.799,1800.799,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Swim Crab3,Unobservable,,,STATE,0.000,1797.193,1797.193,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Snail3,Roaming,,Within 1/2 tank L,STATE,553.398,1800.799,1247.401,,
Loki S1030007,2022-06-11 13:31:00,,/Volumes/McCoy Octo Data/OctopusVideos/Loki/June11 (exp)/S1030007.MP4,1800.800,29.97,pre,6,night,no,Swim Crab2,Burrow,Evasion,,STATE,1333.925,1797.193,463.268,,
